Date,Content,Source,Sentiment
2022-03-07 15:23:50+00:00,"""Centrica is set to support National Grid to establish methods for injecting green #hydrogen into the National Transmission System (NTS)."" #renewableenergy #renewables #sustainability #greentech https://t.co/a9xSO0w9PE",DrGrahamCooley,0.9163303971290588
2022-03-07 15:23:50+00:00,"Green hydrogen is the tech of choice in every developed country except Canada.
And don't let Canadian ""greens"" mislead you, batteries are not the answer and there are no skilled jobs for you.
With hydrogen all the skilled jobs are the same.
Canadian provinces are perfectly ...",wyldcdn,0.9965261816978455
2022-03-07 15:23:45+00:00,"@joferts @NASAGoddard @NASAHubble The color in this image is likely using the traditional Hubble Palette. 
Sulfur II, Hydrogen Alpha and Oxygen III emissions are respectively mapped to red, green and blue channels. This accentuates the features of the nebula, but it is a false color image.",AstroPythagoras,0.9935737252235413
2022-03-07 15:23:42+00:00,Coal mines to play a role in the generation of green hydrogen! 🇧🇪 companies are looking into a new process which will yield several benefits. #BETech   🔗 https://t.co/0yS8qYFIWv,BelgiumPretoria,0.9823566675186157
2022-03-07 15:22:50+00:00,"RT @TeslaOpinion: Massive renewable energy projects currently planned give some hope. 

$36 billion Asian Renewable Energy Hub:

- 26GW of…",lifewpenelope,0.9820352792739868
2022-03-07 15:17:18+00:00,"Emissions from hydrogen energy sources: 
🤨Grey hydrogen - Very high
🔵Blue Hydrogen - Moderate
✔️ Green hydrogen - Zero

Contact 📧 your legislator to support a cleaner future for Washington by voting yes for SB 5910 . 

Directory of legislators here ⤵️

https://t.co/xZMv3HidTv https://t.co/QmPy4hm8zs",wagreenhydrogen,0.9912859797477722
2022-03-07 15:15:14+00:00,RT @nickhedley: Anglo American says it's nearly ready to produce green hydrogen at its Mogalakwena operation in South Africa's Limpopo prov…,BrumaSouth,0.9474449157714844
2022-03-07 15:12:14+00:00,"Today I have presented the first online session about “Green Hydrogen as Business” for 450 people of ACWA Power. In 3 more sessions I will discuss the upcoming hydrogen economy, market and contracting. Interested to run a similar workshop for your company…https://t.co/PNg682rpbK",kasperwalet,0.9708811044692993
2022-03-07 15:12:08+00:00,"RT @ErikSolheim: Norwegian 🇳🇴 CEOs will discuss role of green hydrogen in the energy transition on Wednesday 9th, shared by Kristian Røkke…",jonasmoberg1,0.9954143762588501
2022-03-07 15:11:57+00:00,"RT @KilaVivi: PT Pertamina, PT Pupuk Indonesia, dan Mitsubishi resmi berkolaborasi untuk mengembangkan bisnis green hydrogen hal ini sejala…",ligabapack2,0.9736530184745789
2022-03-07 15:09:47+00:00,RT @BallardPwr: The two companies will evaluate the feasibility of the facility with expected initial deliveries as early as the fourth qua…,ggagliardi59,0.699389636516571
2022-03-07 15:09:09+00:00,"The two companies will evaluate the feasibility of the facility with expected initial deliveries as early as the fourth quarter of 2022.

#energytransition #renewables

https://t.co/E5jGHx2YIM",BallardPwr,0.8196165561676025
2022-03-07 15:08:22+00:00,RT @fuelcellsworks: . #Scatec Partners With @ACMEGroup_India to Develop a Large-Scale #GreenAmmonia Facility in #Oman - The first phase of…,ggagliardi59,0.613296389579773
2022-03-07 15:08:04+00:00,". #Scatec Partners With @ACMEGroup_India to Develop a Large-Scale #GreenAmmonia Facility in #Oman - The first phase of the facility is expected to produce 100,000 tonnes of green ammonia annually - https://t.co/Hj3hz4UHP2 #HydrogenNow #Hydrogen #H2 #HydrogenEconomy #Electrolyzer https://t.co/mmnuBFpXme",fuelcellsworks,0.9544098377227783
2022-03-07 15:07:37+00:00,"RT @SeilaDara: #ErickThohirJugaKan
@erickthohir Menteri BUMN Erick Thohir melalui pertamina lakukan kolaborasi bersama PT. Pupuk Indonesia…",ligabapack2,0.9317061305046082
2022-03-07 15:03:29+00:00,RT @sundfina: We are aiming for Green Hydrogen cost of $1 per Kg by 2030: Amitabh Kant https://t.co/dYD7S5IT2K via @ETEnergyWorld,kore2_kore,0.9861276149749756
2022-03-07 15:01:32+00:00,"Hydrogen is fast becoming one of the leading options for storing energy from renewables. Little wonder it featured in a couple of emissions reduction pledges at the COP26 as a means of decarbonizing heavy emitting industries.

https://t.co/HDV9cB3ixf
#climateinnovation",SurgeAfricaOrg,0.9680960178375244
2022-03-07 15:00:29+00:00,A leading clean energy developer said it will explore developing a green hydrogen hub along the Texas Gulf Coast to support the decarbonization of heavy industry. Full article here on Power Engineering®️ ➡️ https://t.co/702GFPBCrE #greenhydrogen #Texas https://t.co/jvrjkOjjsK,powergenintl,0.9871513843536377
2022-03-07 15:00:24+00:00,"City of Hamburg presents strategy to become European green #hydrogen hub

Action plan paves way for large-scale imports from Scandinavia via pipeline and from around the globe in ships

https://t.co/uBxZUITopy #greenhydrogen #EnergyTransition https://t.co/vRC7IIpfUo",cleanenergywire,0.833092987537384
2022-03-07 14:54:55+00:00,RT @nickhedley: Anglo American says it's nearly ready to produce green hydrogen at its Mogalakwena operation in South Africa's Limpopo prov…,GillianDawson12,0.9474449157714844
2022-03-07 14:53:55+00:00,"RT @biankasabila: Pertamina fokus Go Green, Jalin kerjasama kolaborasi kembangkan Green Hydrogen. Wujud Komitmen BUMN oleh Menteri BUMN Eri…",ligabapack2,0.9713234901428223
2022-03-07 14:53:13+00:00,"@JoeGramc There are a few developing/researching this, and hydrogen passenger rail is picking up steam (lol) in Europe. Cali has a contract out to start this as well. ""Green"" hydrogen isn't particularly cheap, so people are trying to skip to electricity.",hiyayell,0.9976353645324707
2022-03-07 14:52:25+00:00,RT @fuelcellsworks: .#Egypt and the @EBRD  Sign #GreenHydrogen Agreements - inaugurating the Tourism Skills Board and an agreement to imple…,makisig_itrade,0.9957921504974365
2022-03-07 14:51:37+00:00,RT @IEEFA_India: The power cost is roughly a quarter of the overall cost of green hydrogen production. Low-cost renewable power will be key…,IEEFA_AsiaPac,0.8856214284896851
2022-03-07 14:48:41+00:00,"RT @NEOM_EW: We are leading the development of the world’s largest Green Hydrogen plant, to facilitate global export of clean energy and pu…",LakbiriM,0.9969160556793213
2022-03-07 14:48:07+00:00,"RINA, 5M Renewables to develop floating green hydrogen production vessel https://t.co/AndVnNZE8b https://t.co/ttNzsvFAdY",EazyCadet,0.9756311178207397
2022-03-07 14:47:52+00:00,RT @IEEFA_India: The power cost is roughly a quarter of the overall cost of green hydrogen production. Low-cost renewable power will be key…,ieefa_institute,0.8856214284896851
2022-03-07 14:47:40+00:00,"RT @IRENA: 📆More can be done to scale up #greenhydrogen &amp; make the #energytransition more inclusive.

📝Join @IRENA Policy Talks to learn ab…",LakbiriM,0.774351179599762
2022-03-07 14:45:37+00:00,"suitable green hydrogen.
It has become like politics - they have picked their team and they will stop at nothing to bad mouth the competition.
Even lying is perfectly acceptable to them.",wyldcdn,0.9989007711410522
2022-03-07 14:44:34+00:00,"RT @LeighCollinsREC: Ukraine war | Green #hydrogen 'now cheaper than grey in Europe, Middle East and China': BloombergNEF

#greenhydrogen #…",rechargenews,0.9800376892089844
2022-03-07 14:44:21+00:00,"Ukraine war | Green #hydrogen 'now cheaper than grey in Europe, Middle East and China': BloombergNEF

#greenhydrogen #cleanhydrogen #renewablehydrogen #greyhydrogen #gas #naturalgas #ukraine #russia #europe #china #middleeast #africa #energytransition

https://t.co/ec9MC41w3g",LeighCollinsREC,0.989380955696106
2022-03-07 14:44:10+00:00,"RT @biankasabila: Pertamina fokus Go Green, Jalin kerjasama kolaborasi kembangkan Green Hydrogen. Wujud Komitmen BUMN oleh Menteri BUMN Eri…",GVerronika,0.9713234901428223
2022-03-07 14:44:05+00:00,RT @nickhedley: Anglo American says it's nearly ready to produce green hydrogen at its Mogalakwena operation in South Africa's Limpopo prov…,siplikhuleni,0.9474449157714844
2022-03-07 14:42:47+00:00,"RT @biankasabila: Pertamina fokus Go Green, Jalin kerjasama kolaborasi kembangkan Green Hydrogen. Wujud Komitmen BUMN oleh Menteri BUMN Eri…",dramakurir2021,0.9713234901428223
2022-03-07 14:41:48+00:00,"RT @SeilaDara: #ErickThohirJugaKan
@erickthohir Menteri BUMN Erick Thohir melalui pertamina lakukan kolaborasi bersama PT. Pupuk Indonesia…",dramakurir2021,0.9317061305046082
2022-03-07 14:40:45+00:00,RT @fuelcellsworks: .#Egypt and the @EBRD  Sign #GreenHydrogen Agreements - inaugurating the Tourism Skills Board and an agreement to imple…,ggagliardi59,0.9957921504974365
2022-03-07 14:40:32+00:00,Federal Government Awards Pasadena Company Exclusive Right to Arizona Energy Zone for Green Hydrogen Production – Pasadena Now - Pasadena Now https://t.co/iICAtrnxwv,GreenEnergy,0.6218045353889465
2022-03-07 14:40:24+00:00,.#Egypt and the @EBRD  Sign #GreenHydrogen Agreements - inaugurating the Tourism Skills Board and an agreement to implement the #Alexandria Metro worth 250 million euros - https://t.co/BK2Ih7db3y #HydrogenNow #Hydrogen #GreenH2 #H2 #Decarbonization #HydrogenEconomy #CleanHydrogen https://t.co/EstHAKBHOB,fuelcellsworks,0.9893327951431274
2022-03-07 14:38:43+00:00,"RINA, 5M Renewables to develop floating green hydrogen production vessel https://t.co/1lCbOryEc0",infomariner,0.9437440633773804
2022-03-07 14:35:39+00:00,"In a world where zero-emission motoring is crucial to reducing pollution, there's no doubt that the future will see everyone adopting green vehicles of some sort.
Here we compare electric vs hydrogen 👉https://t.co/tXkZ1nrHOQ 
 #electricvehicles #zeroemissions  #hydrogenvehicles https://t.co/KvgJFkisoc",prolius,0.988384485244751
2022-03-07 14:33:37+00:00,"#ErickThohirJugaKan
@erickthohir Menteri BUMN Erick Thohir melalui pertamina dan berkolaborasi dengan PT. Pupuk Indonesia dan Juga Mitsubishi kembangkan bisnis green hydrogen dan green ammonia  value chain serta CCUS. https://t.co/cn1k14PXnF",Nurul4ja,0.9931017160415649
2022-03-07 14:33:36+00:00,"#ErickThohirJugaKan
@erickthohir Menteri BUMN Erick Thohir melalui pertamina dan berkolaborasi dengan PT. Pupuk Indonesia dan Juga Mitsubishi kembangkan bisnis green hydrogen dan green ammonia  value chain serta CCUS. https://t.co/yNqFQf6NNh",SitaArifa,0.9935564398765564
2022-03-07 14:31:30+00:00,"RT @sdarsystems: #ZeroCarbonShipping
It is possible to retrofit existing shipping vessels to run on Green Hydrogen converted to Liquid Fuel…",sectest9,0.9982958436012268
2022-03-07 14:31:24+00:00,"RT @sdarsystems: #ZeroCarbonShipping
It is possible to retrofit existing shipping vessels to run on Green Hydrogen converted to Liquid Fuel…",CyberSecurityN8,0.9982958436012268
2022-03-07 14:31:18+00:00,"RT @sdarsystems: #ZeroCarbonShipping
It is possible to retrofit existing shipping vessels to run on Green Hydrogen converted to Liquid Fuel…",IndieAngles,0.9982958436012268
2022-03-07 14:31:10+00:00,"RT @sdarsystems: #ZeroCarbonShipping
It is possible to retrofit existing shipping vessels to run on Green Hydrogen converted to Liquid Fuel…",Lala35539674,0.9982958436012268
2022-03-07 14:31:05+00:00,"RT @sdarsystems: #ZeroCarbonShipping
It is possible to retrofit existing shipping vessels to run on Green Hydrogen converted to Liquid Fuel…",opensource_orgs,0.9982958436012268
2022-03-07 14:30:59+00:00,"RT @sdarsystems: #ZeroCarbonShipping
It is possible to retrofit existing shipping vessels to run on Green Hydrogen converted to Liquid Fuel…",williamstyles23,0.9982958436012268
2022-03-07 14:30:56+00:00,"RT @ErikSolheim: Norwegian 🇳🇴 CEOs will discuss role of green hydrogen in the energy transition on Wednesday 9th, shared by Kristian Røkke…",Aashai11,0.9954143762588501
2022-03-07 14:30:04+00:00,"RT @biankasabila: Pertamina fokus Go Green, Jalin kerjasama kolaborasi kembangkan Green Hydrogen. Wujud Komitmen BUMN oleh Menteri BUMN Eri…",ZalikaRaina,0.9713234901428223
2022-03-07 14:29:15+00:00,"RINA, 5M Renewables to develop floating green hydrogen production vessel https://t.co/yFmn2njm7A

@RINA1861 #GreenHydrogen #vessel #decarbonization",worldmaritimene,0.9475547075271606
2022-03-07 14:27:41+00:00,07 Mar 2022 @TheEngineerUK ITM Power gears up for green hydrogen revolution. Electrolyser manufacturer ITM Power is putting UK hydrogen on the map and breathing new life into an iconic industrial city. Andrew Wade reports,CafeEng,0.9964253306388855
2022-03-07 14:21:29+00:00,"RT @SuperNodeLtd: Package of energy proposals coming tomorrow from @EU_Commission 
""The second main element is to repower the European Unio…",ChrKjaer,0.9074674248695374
2022-03-07 14:21:19+00:00,"#ErickThohirJugaKan
@erickthohir Menteri BUMN Erick Thohir melalui pertamina dan berkolaborasi dengan PT. Pupuk Indonesia dan Juga Mitsubishi kembangkan bisnis green hydrogen dan green ammonia  value chain serta CCUS. https://t.co/Lm3rCRAZNN",AnjaniAlisha,0.9941146969795227
2022-03-07 14:20:36+00:00,"Package of energy proposals coming tomorrow from @EU_Commission 
""The second main element is to repower the European Union. Repower means massive investment in #renewables, like solar, wind and hydrogen. We are looking for a focused acceleration of the European Green Deal."" https://t.co/x5GpzdAfjW",SuperNodeLtd,0.8252386450767517
2022-03-07 14:18:58+00:00,"RT @fuelcellsworks: Excellent story from the U.S.-#GreenHydrogen International Announces #HydrogenCity, #Texas  World's Largest Green #Hydr…",NextHydrogen,0.999233603477478
2022-03-07 14:17:19+00:00,"RT @ITMPowerPlc: The latest issue of @TheEngineerUK magazine is now live. Inside, a profile on our company and the power of green #hydrogen…",zembu,0.9959035515785217
2022-03-07 14:16:57+00:00,"Green hydrogen is not an ideal replacement for natural gas in power plants for a few reasons. 

1) Efficiency - It takes renewable energy to make green H2. That is electricity. Using clean electricity to make green H2 to then burn in a power plant to make electricity...right.",JustinMikulka,0.9890185594558716
2022-03-07 14:16:56+00:00,"This TX green H2 project has big ambitions. However, this part of it makes no sense. 

""Green hydrogen is also an ideal replacement for natural gas in gas-powered power plants""

https://t.co/AaECrUYpIg",JustinMikulka,0.9850051403045654
2022-03-07 14:15:43+00:00,RT @stocks4567: St. Georges Eco Mining is working on their Green Hydrogen initiative. This sector is expected to boom in the coming years.…,patches_w,0.9930872321128845
2022-03-07 14:13:57+00:00,"④仏Total

""Total Erenは,2030年までに25GWの電解槽容量を目標として、チリで大規模なグリーン水素プロジェクトの開発に関する研究を開始""
""チリ南部~最大10GWの風力発電から~供給""

トータルエレンがチリのグリーン水素研究を開始 H2 Magallanes
https://t.co/eM6g3QV8q5",negitts,0.9759452939033508
2022-03-07 14:12:19+00:00,RT @Naheed_Memon: In Dubai today to meet HH team/ &amp; to attend the Intersolar Middle East/ covering green hydrogen opportunities along with…,asmalikUK,0.9868844747543335
2022-03-07 14:11:42+00:00,"@muppetkeeper Depending on production methods, hydrogen can be grey, blue or green – and sometimes even pink, yellow or turquoise.  We’re only interested in green hydrogen here!",IMMERSUNUK,0.9935899972915649
2022-03-07 14:10:18+00:00,"The world’s largest green hydrogen plant will be built in Texas | To power planes and outer space rockets.

https://t.co/9jleYqGgpc https://t.co/Jjxc2i2aZv",Im_AliMustafa,0.9016388654708862
2022-03-07 14:08:11+00:00,"RT @ErikSolheim: Norwegian 🇳🇴 CEOs will discuss role of green hydrogen in the energy transition on Wednesday 9th, shared by Kristian Røkke…",gh2org,0.9954143762588501
2022-03-07 14:05:32+00:00,"Russia-Ukraine war ‘will accelerate’ move to green hydrogen, renewable energy: Plug Power CEO - Yahoo Finance https://t.co/t0coOuygL7",GreenEnergy,0.6734190583229065
2022-03-07 14:05:05+00:00,"RT @RhikWest22: @elonmusk Elon,
Be a Maverick!
The following tech exists in SAP’s!
What about cold fusion using Palladium??
Palladium has s…",UncleRex44,0.99457848072052
2022-03-07 14:04:40+00:00,"#AutonomousCar + #ElectricVehicle + #GreenEnergy Theme 

#Alphabet
#ANIL (Green Hydrogen subsidiary of Adani) *
#BorosilRenewables
#KPIT 
#OLA *
#Sonacoms
#TataElxsi
#TataPower
#Tesla
#WardWizard

* IPO pending

#NB10x #Investing #StockIdeas

(5/14) ⚡️ https://t.co/KE4MJpZoyQ",NiftyBulls10x,0.9926891922950745
2022-03-07 14:03:24+00:00,"RT @RhikWest22: @elonmusk Elon,
Be a Maverick!
The following tech exists in SAP’s!
What about cold fusion using Palladium??
Palladium has s…",SapientSage22,0.99457848072052
2022-03-07 14:02:40+00:00,"""an astrophotographer artistically combined light accumulated for over 20 hours in hydrogen (orange), oxygen (blue), and sulfur (green) ... The Horsehead Nebula lies 1,500 light years distant towards the constellation of Orion.""

https://t.co/V1QYUe2BMC",weinhous,0.9303423166275024
2022-03-07 14:00:28+00:00,"@elonmusk Elon,
Be a Maverick!
The following tech exists in SAP’s!
What about cold fusion using Palladium??
Palladium has skyrocketed the past
5+ years!
Also, why not split the Hydrogen from H2O &amp; use this as fuel? 

Simple stuff really!
Zero point really kicks a$$!
These ARE Green Energy! https://t.co/DWYeLZhlUc",RhikWest22,0.9958129525184631
2022-03-07 14:00:03+00:00,"Is SpaceX looking to go green on its rocket fuel? 🤔

#engineering 
https://t.co/781YOHdpdi",IntEngineering,0.9968935251235962
2022-03-07 13:59:27+00:00,Thank you to @ITMPowerPlc for speaking to our Better Learners Better Workers ambassadors this morning – a highly informative and interesting talk on green hydrogen technology and careers in engineering @CutlersBLBW #Educationwithcharacter https://t.co/1OKdyI4ZOn,springsacademy1,0.9992176294326782
2022-03-07 13:57:46+00:00,"@_David_Myers_ @markiliff @DeborahMeaden I'm pro both EV and green hydrogen. Anti blue hydrogen, fossil fuels and not recognising that EVs aren't the catchall solution. Batteries have (mainly solvable) drawbacks. Many are forced to use on street parking, so have limited access to charging. Hydrogen has a role to play.",Gimpanzee123,0.990807831287384
2022-03-07 13:57:45+00:00,'2022 could be green hydrogen tipping point' https://t.co/jejzZUyph2,johnigwebuike,0.9900395274162292
2022-03-07 13:55:26+00:00,"PT Pertamina, PT Pupuk Indonesia, dan Mitsubishi resmi berkolaborasi untuk mengembangkan bisnis green hydrogen hal ini sejalan dgn komitmen menteri BUMN Erick Thohir
#ErickThohirJugaKan 
@erickthohir https://t.co/LcDLeBulvs",SuriDila,0.9866750836372375
2022-03-07 13:54:14+00:00,RT @Naheed_Memon: In Dubai today to meet HH team/ &amp; to attend the Intersolar Middle East/ covering green hydrogen opportunities along with…,iap243542,0.9868844747543335
2022-03-07 13:51:29+00:00,RT @Naheed_Memon: In Dubai today to meet HH team/ &amp; to attend the Intersolar Middle East/ covering green hydrogen opportunities along with…,as__trading,0.9868844747543335
2022-03-07 13:51:25+00:00,"St. Georges Eco Mining is working on their Green Hydrogen initiative. This sector is expected to boom in the coming years.

$SXOOF - OTC  $SX - Canada
https://t.co/fMuHr8ltNm

https://t.co/DrJo6EwosV",stocks4567,0.9476695656776428
2022-03-07 13:50:34+00:00,In Dubai today to meet HH team/ &amp; to attend the Intersolar Middle East/ covering green hydrogen opportunities along with UK DIT team- important dialogues to advance  @OraclePowerPlc Green Hydrogen project quickly.,Naheed_Memon,0.997723400592804
2022-03-07 13:47:03+00:00,RT @EnergyandUtils: GEUF: MENA region can emerge as global green hydrogen hub https://t.co/CXGK3Q4Fgn #energy #utilities #power #energytran…,meenergydubai,0.9749962091445923
2022-03-07 13:46:32+00:00,GEUF: MENA region can emerge as global green hydrogen hub https://t.co/CXGK3Q4Fgn #energy #utilities #power #energytransition #renewables #energynews #powerprojects #electricity,EnergyandUtils,0.9694361090660095
2022-03-07 13:37:13+00:00,Electrolyser manufacturer @ITMPowerPlc is putting UK hydrogen on the map and breathing new life into an iconic industrial city. Andrew Wade reports. https://t.co/rWxtm3FC81,TheEngineerUK,0.992512583732605
2022-03-07 13:33:51+00:00,"RT @mnreindia: There is a massive potential for solar rooftop, battery deployment and green hydrogen in India, given a supportive policy fr…",verticalnest,0.8252536058425903
2022-03-07 13:33:44+00:00,"Green Hydrogen Market Growing at 11.1% CAGR to 2022-2027 | Latest Innovations, Size, Growth, Future Demands, Segmentations and Business Prospects - Yahoo Finance https://t.co/7aHTk7yVfl",GreenEnergy,0.8643041849136353
2022-03-07 13:33:36+00:00,EBRD explores Egyptian green hydrogen potential - reNEWS https://t.co/pc7CPnpGJW,GreenEnergy,0.9905230402946472
2022-03-07 13:31:42+00:00,"The world’s largest green hydrogen plant will be built in Texas | To power planes and outer space rockets. 

#technology #tech #technews #teknocks
via /r/technology https://t.co/ZepFoi4KC1",teknocks,0.7943938374519348
2022-03-07 13:30:40+00:00,RT @nickhedley: Anglo American says it's nearly ready to produce green hydrogen at its Mogalakwena operation in South Africa's Limpopo prov…,JoeSoap70691001,0.9474449157714844
2022-03-07 13:24:46+00:00,"@Gimpanzee123 @markiliff @DeborahMeaden It's mostly due to thermodynamics and cannot be significantly improved by technology. Having said that, over 97% of hydrogen is currently made from methane and releases massive amounts of CO2. Green hydrogen is years away.",_David_Myers_,0.9990118741989136
2022-03-07 13:23:29+00:00,"RT @fuelcellsworks: The Spanish @H2B2_Inc Wants to Be a World Leader in #GreenHydrogen Technology - #Renewablehydrogen, which is produced w…",ggagliardi59,0.5217442512512207
2022-03-07 13:19:46+00:00,"RT @IRENA: 📆More can be done to scale up #greenhydrogen &amp; make the #energytransition more inclusive.

📝Join @IRENA Policy Talks to learn ab…",FinianAli,0.774351179599762
2022-03-07 13:17:33+00:00,RT @NEOM: Solar ☀️ and wind 💨 energy won’t be enough – we need new sources at-scale. That’s why NEOM is pioneering cutting-edge green hydro…,shansarav2941,0.9809290766716003
2022-03-07 13:17:14+00:00,"RT @fuelcellsworks: The Spanish @H2B2_Inc Wants to Be a World Leader in #GreenHydrogen Technology - #Renewablehydrogen, which is produced w…",me_hu_nagrik,0.5217442512512207
2022-03-07 13:15:28+00:00,"The Spanish @H2B2_Inc Wants to Be a World Leader in #GreenHydrogen Technology - #Renewablehydrogen, which is produced with energy from the sun or wind, will become more popular in the coming years - https://t.co/Q9G0ifKEbH #HydrogenNow #GreenH2 #H2 #Hydrogen #Electrolyzers https://t.co/6KqQY75AXs",fuelcellsworks,0.839850902557373
2022-03-07 13:15:09+00:00,"Ga usah diragukan lagi Komitmen BUMN yang terus dijalankn oleh Menteri BUMN Erick Thohir melalui Pertamina fokus go green kembangkan bisnis Green Hydrogen
#ErickThohirJugaKan
@erickthohir @pertamina https://t.co/HFZFBnYqJW",AishaFredellia,0.9903004169464111
2022-03-07 13:12:06+00:00,"Pertamina fokus Go Green, Jalin kerjasama kolaborasi kembangkan Green Hydrogen. Wujud Komitmen BUMN oleh Menteri BUMN Erick Thohir, turunkan emisi gas rumah kaca 

#ErickThohirJugaKan
@erickthohir @pertamina https://t.co/307xVK8wPL",AdellaChava,0.9753643870353699
2022-03-07 13:09:59+00:00,@dClimateDAO Partners with Namibia to Create a Blockchain-Native Registry to Quantify and Monetize the Country’s Green Hydrogen https://t.co/4dSoym3uVj #AI #AINews #AiThority #News #Artificialintelligence #dClimate #Blockchain,AiThority,0.9856904149055481
2022-03-07 13:07:23+00:00,"Article about @ITMPowerPlc
""Industrial #hydrogen accounts for around 70 mil tons/year, equivalent to 600GW of electrolysis.""

""The growth is logarithmic. 100kw, 1 MW, 100MW + we’re gearing up for GW. That’s a factor of ten in size every two years.""
$ITM
https://t.co/fj7AUemzMk",ainge_man,0.9904966354370117
2022-03-07 13:03:30+00:00,The world’s largest green hydrogen plant will be built in Texas https://t.co/JFkTtfImqD,JaunNews,0.6612361669540405
2022-03-07 13:03:07+00:00,RT @nickhedley: Anglo American says it's nearly ready to produce green hydrogen at its Mogalakwena operation in South Africa's Limpopo prov…,teboobaby,0.9474449157714844
2022-03-07 13:02:01+00:00,"RT @IRENA: 📆More can be done to scale up #greenhydrogen &amp; make the #energytransition more inclusive.

📝Join @IRENA Policy Talks to learn ab…",dev_discourse,0.774351179599762
2022-03-07 12:58:54+00:00,The world’s largest green hydrogen plant will be built in Texas https://t.co/lMEPiEGvTV,mass_blog_,0.6242120862007141
